Piece,Control,FTC, FCe,pct,classify,Grade,    Cold, Cold,FMX, FMX+,lock,Hot,   Hot,,Temp Thick, CBX, Opr,Opr,   Opr,  Opr ,     Op,   FTC1,FTC2,FTS,FSYS, Thd,  Clr,  Prm, Prm , Flt,TL,     Spd,Spd,Acc,Dly,Slp,Spr,Skd,FTC,Slw,New,Ctr,Cur,Spd,Lpr,Rset,Opr,Spy,CTC,Smp,Rej,Mat, Prd,  Lheat,  Slope,  Slope , Slope ,Surf , Pred,  Meas ,  FSU,   ClrMax ,FTCPrd,  Tail, Decel,    Prd , XBar,Dly,    Msrd , Ctrl,  HiAcc, Zoom,Burst,HiAcl, Smp,  Adj, -----, -----,-----,-----,-----,-----,-----,---FTPRP-----,-----,-----,-----,-----,-----,-----, -----,-----,-----,-----,FTAPP-----,-----,-----,-----
Id     ,  startTime  , OK, No,  on,pce, Name ,    Thick, Wid , Temp, Off , -onT, Thick,  Wid , Off , Off,    On ,  ThdSpd , TlSpd , Speed, TlDecl ,   Acc1  ,Gt  , Gt ,  Gt , Burst,spdLm,SpdLm,Ctrl,TlDcl,TVD,SpdAch,Imd,Dly,Man,Clr,Vld,Avl,Mrk,Dsc,Int,Ref,Int,Lim,Lim,Sat,Req, Int,Chg,Hld,Mis,ect,cod, tmp,  Mult,   Hd,     Tl,      Full ,  EnTmp,  ThdSpd, ThdSpd,  MaxSpd , HdSpd ,MaxSpd  ,  Spd ,  Rate, Len ,Len Dist , Len , Len , Perm , Perm, Perm , StTmp,  Len ,  NAcl, FAM, GRT  ,DlyDst, Dly ,TlSpd ,TlRate, clrHSp, DclStd, Burst,  Hi_Acl ,Zoom ,AclRot, AclMin ,AclMax, Fam, Grt ,AclIdx, TempV ,  NormAcl, Cor[0], AclBase , cor[1], AvgSlp
90754400200  ,03:43:00.829 , T ,   1,  78, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     893,   0.000,  -1.542,  -1.298,  -1.379  1072  ,   3.70,   3.70,   5.00,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    48.7,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754400300  ,03:45:46.538 , T ,   1,  69, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     892,   0.000,  -1.530,  -1.298,  -1.402  1070  ,   3.70,   3.70,   4.98,   6.80,   3.70,   7.21,  -0.06,   137.0,   30.3, 96.7,    49.4,    0.0,   T,     T,     F,     846,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754400400  ,03:48:28.741 , T ,   1,  76, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     889,   0.000,  -1.513,  -1.369,  -1.383  1066  ,   3.70,   3.70,   4.94,   6.80,   3.70,   7.21,  -0.06,   137.0,   30.3, 105.7,    48.7,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754400500  ,03:51:13.089 , T ,   1,  60, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.371,  -1.318,  -1.353  1060  ,   3.70,   3.70,   4.92,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    54.1,    0.0,   T,     T,     F,     847,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754400600  ,03:53:59.811 , T ,   1,  53, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.549,  -1.256,  -1.397  1077  ,   3.70,   3.70,   5.04,   6.80,   3.70,   7.20,  -0.06,   137.0,   30.3, 105.7,    49.1,    0.0,   T,     T,     F,     848,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754400700  ,03:56:41.956 , T ,   1,  69, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     892,   0.000,  -1.364,  -1.240,  -1.358  1066  ,   3.70,   3.70,   4.98,   6.80,   3.70,   7.21,  -0.06,   137.0,   30.3, 96.7,    48.8,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754400800  ,03:59:23.496 , T ,   1,  78, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     891,   0.000,  -1.426,  -1.295,  -1.349  1067  ,   3.70,   3.70,   4.97,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    49.1,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754400900  ,04:02:07.044 , T ,   1,  56, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.289,  -1.287,  -1.325  1057  ,   3.70,   3.70,   4.93,   6.80,   3.70,   7.21,  -0.06,   140.4,   31.0, 96.7,    51.7,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754401000  ,04:04:53.759 , T ,   1,  54, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     897,   0.000,  -1.599,  -1.227,  -1.417  1080  ,   3.70,   3.70,   5.06,   6.80,   3.70,   7.20,  -0.06,   137.0,   30.3, 105.7,    49.5,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754500100  ,04:07:40.577 , T ,   1,  57, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     887,   0.000,  -1.431,  -1.329,  -1.349  1063  ,   3.70,   3.70,   4.90,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    51.6,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754500200  ,04:10:22.639 , T ,   1,  61, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     891,   0.000,  -1.416,  -1.290,  -1.350  1067  ,   3.70,   3.70,   4.98,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    49.1,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754500300  ,04:13:06.069 , T ,   1,  65, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.742,  -1.290,  -1.443  1080  ,   3.70,   3.70,   5.04,   6.80,   3.70,   7.20,  -0.06,   140.4,   31.0, 96.7,    51.6,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754500400  ,04:15:48.179 , T ,   1,  54, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     897,   0.000,  -1.668,  -1.269,  -1.428  1083  ,   3.70,   3.70,   5.06,   6.80,   3.70,   7.20,  -0.06,   137.0,   30.3, 105.7,    49.2,    0.0,   T,     T,     F,     848,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754500500  ,04:18:30.852 , T ,   1,  61, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     892,   0.000,  -1.645,  -1.339,  -1.414  1073  ,   3.70,   3.70,   4.98,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.1,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754500600  ,04:21:12.862 , T ,   1,  78, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     892,   0.000,  -1.372,  -1.282,  -1.344  1066  ,   3.70,   3.70,   4.98,   6.80,   3.70,   7.21,  -0.06,   137.0,   30.3, 105.7,    49.2,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754500700  ,04:23:54.962 , T ,   1,  69, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     890,   0.000,  -1.193,  -1.226,  -1.309  1059  ,   3.70,   3.70,   4.94,   6.80,   3.70,   7.21,  -0.06,   137.0,   30.3, 96.7,    49.1,    0.0,   T,     T,     F,     846,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754500800  ,04:26:38.239 , T ,   1,  60, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     891,   0.000,  -1.253,  -1.266,  -1.320  1062  ,   3.70,   3.70,   4.96,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    54.3,    0.0,   T,     T,     F,     848,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754500900  ,04:29:20.283 , T ,   1,  69, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     892,   0.000,  -1.365,  -1.282,  -1.368  1065  ,   3.70,   3.70,   4.97,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.1,    0.0,   T,     T,     F,     844,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754501000  ,04:32:07.267 , T ,   1,  69, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     890,   0.000,  -1.569,  -1.326,  -1.385  1068  ,   3.70,   3.70,   4.95,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    49.2,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754600100  ,04:34:49.813 , T ,   1,  65, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.314,  -1.306,  -1.345  1058  ,   3.70,   3.70,   4.91,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    51.6,    0.0,   T,     T,     F,     846,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754600200  ,04:37:31.853 , T ,   1,  54, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.376,  -1.347,  -1.339  1063  ,   3.70,   3.70,   4.91,   6.80,   3.70,   7.21,  -0.06,   137.0,   30.3, 105.7,    49.1,    0.0,   T,     T,     F,     851,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754600300  ,04:40:16.176 , T ,   1,  67, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     893,   0.000,  -1.687,  -1.339,  -1.425  1075  ,   3.70,   3.70,   4.99,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    54.1,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754600400  ,04:42:58.253 , T ,   1,  70, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.742,  -1.301,  -1.432  1082  ,   3.70,   3.70,   5.05,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 105.7,    48.7,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754600500  ,04:45:40.118 , T ,   1,  54, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     897,   0.000,  -1.642,  -1.226,  -1.433  1081  ,   3.70,   3.70,   5.06,   6.80,   3.70,   7.20,  -0.06,   137.0,   30.3, 96.7,    49.4,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754600600  ,04:48:23.603 , T ,   1,  72, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     892,   0.000,  -1.503,  -1.303,  -1.380  1070  ,   3.70,   3.70,   4.98,   6.80,   3.70,   7.21,  -0.06,   140.4,   31.0, 105.7,    51.6,    0.0,   T,     T,     F,     851,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754600700  ,04:51:05.468 , T ,   1,  76, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     889,   0.000,  -1.457,  -1.330,  -1.369  1063  ,   3.70,   3.70,   4.93,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    48.9,    0.0,   T,     T,     F,     848,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754600800  ,04:53:49.732 , T ,   1,  55, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     890,   0.000,  -1.272,  -1.290,  -1.336  1059  ,   3.70,   3.70,   4.96,   6.80,   3.70,   7.21,  -0.06,   140.4,   31.0, 105.7,    51.6,    0.0,   T,     T,     F,     844,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754600900  ,04:56:31.878 , T ,   1,  70, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     891,   0.000,  -1.562,  -1.318,  -1.381  1069  ,   3.70,   3.70,   4.96,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.2,    0.0,   T,     T,     F,     851,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754601000  ,04:59:16.176 , T ,   1,  61, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.821,  -1.326,  -1.454  1082  ,   3.70,   3.70,   5.04,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 105.7,    54.2,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754700100  ,05:01:58.426 , T ,   1,  66, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     893,   0.000,  -1.687,  -1.329,  -1.419  1076  ,   3.70,   3.70,   4.99,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    54.5,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754700200  ,05:04:40.461 , T ,   1,  77, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     892,   0.000,  -1.351,  -1.250,  -1.343  1066  ,   3.70,   3.70,   4.98,   6.80,   3.70,   7.21,  -0.06,   137.0,   30.3, 105.7,    49.1,    0.0,   T,     T,     F,     847,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
