Piece,Control,FTC, FCe,pct,classify,Grade,    Cold, Cold,FMX, FMX+,lock,Hot,   Hot,,Temp Thick, CBX, Opr,Opr,   Opr,  Opr ,     Op,   FTC1,FTC2,FTS,FSYS, Thd,  Clr,  Prm, Prm , Flt,TL,     Spd,Spd,Acc,Dly,Slp,Spr,Skd,FTC,Slw,New,Ctr,Cur,Spd,Lpr,Rset,Opr,Spy,CTC,Smp,Rej,Mat, Prd,  Lheat,  Slope,  Slope , Slope ,Surf , Pred,  Meas ,  FSU,   ClrMax ,FTCPrd,  Tail, Decel,    Prd , XBar,Dly,    Msrd , Ctrl,  HiAcc, Zoom,Burst,HiAcl, Smp,  Adj, -----, -----,-----,-----,-----,-----,-----,---FTPRP-----,-----,-----,-----,-----,-----,-----, -----,-----,-----,-----,FTAPP-----,-----,-----,-----
Id     ,  startTime  , OK, No,  on,pce, Name ,    Thick, Wid , Temp, Off , -onT, Thick,  Wid , Off , Off,    On ,  ThdSpd , TlSpd , Speed, TlDecl ,   Acc1  ,Gt  , Gt ,  Gt , Burst,spdLm,SpdLm,Ctrl,TlDcl,TVD,SpdAch,Imd,Dly,Man,Clr,Vld,Avl,Mrk,Dsc,Int,Ref,Int,Lim,Lim,Sat,Req, Int,Chg,Hld,Mis,ect,cod, tmp,  Mult,   Hd,     Tl,      Full ,  EnTmp,  ThdSpd, ThdSpd,  MaxSpd , HdSpd ,MaxSpd  ,  Spd ,  Rate, Len ,Len Dist , Len , Len , Perm , Perm, Perm , StTmp,  Len ,  NAcl, FAM, GRT  ,DlyDst, Dly ,TlSpd ,TlRate, clrHSp, DclStd, Burst,  Hi_Acl ,Zoom ,AclRot, AclMin ,AclMax, Fam, Grt ,AclIdx, TempV ,  NormAcl, Cor[0], AclBase , cor[1], AvgSlp
90753701000  ,00:54:45.580 , T ,   1,  54, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     897,   0.000,  -1.765,  -1.301,  -1.438  1084  ,   3.70,   3.70,   5.06,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 105.7,    48.9,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753800100  ,00:57:28.878 , T ,   1,  74, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     892,   0.000,  -1.550,  -1.306,  -1.379  1071  ,   3.70,   3.70,   4.97,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    54.4,    0.0,   T,     T,     F,     852,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753800200  ,01:00:11.355 , T ,   1,  67, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     889,   0.000,  -1.423,  -1.309,  -1.344  1065  ,   3.70,   3.70,   4.94,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    53.9,    0.0,   T,     T,     F,     851,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753800300  ,01:02:53.625 , T ,   1,  60, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.376,  -1.311,  -1.331  1063  ,   3.70,   3.70,   4.92,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    54.0,    0.0,   T,     T,     F,     852,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753800400  ,01:05:35.511 , T ,   1,  53, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     890,   0.000,  -1.196,  -1.226,  -1.306  1059  ,   3.70,   3.70,   4.94,   6.80,   3.70,   7.21,  -0.06,   137.0,   30.3, 105.7,    49.4,    0.0,   T,     T,     F,     846,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753800500  ,01:08:18.158 , T ,   1,  69, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     891,   0.000,  -1.570,  -1.316,  -1.383  1070  ,   3.70,   3.70,   4.97,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.3,    0.0,   T,     T,     F,     852,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753800600  ,01:11:02.406 , T ,   1,  60, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.820,  -1.324,  -1.452  1082  ,   3.70,   3.70,   5.05,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 105.7,    54.1,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753800700  ,01:13:44.543 , T ,   1,  62, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     895,   0.000,  -1.564,  -1.284,  -1.394  1077  ,   3.70,   3.70,   5.03,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.1,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753800800  ,01:16:27.998 , T ,   1,  60, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     890,   0.000,  -1.340,  -1.290,  -1.329  1064  ,   3.70,   3.70,   4.94,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    54.0,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753800900  ,01:19:10.927 , T ,   1,  54, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     890,   0.000,  -1.192,  -1.260,  -1.313  1059  ,   3.70,   3.70,   4.96,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.5,    0.0,   T,     T,     F,     847,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753801000  ,01:21:57.940 , T ,   1,  53, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     895,   0.000,  -1.681,  -1.298,  -1.443  1078  ,   3.70,   3.70,   5.02,   6.80,   3.70,   7.20,  -0.06,   137.0,   30.3, 105.7,    49.1,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753900100  ,01:24:44.935 , T ,   1,  61, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.485,  -1.324,  -1.361  1065  ,   3.70,   3.70,   4.92,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.4,    0.0,   T,     T,     F,     851,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753900200  ,01:27:29.770 , T ,   1,  57, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     897,   0.000,  -1.685,  -1.301,  -1.444  1084  ,   3.70,   3.70,   5.06,   6.80,   3.70,   7.20,  -0.06,   140.4,   31.0, 105.7,    51.4,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753900300  ,01:30:12.179 , T ,   1,  60, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.528,  -1.260,  -1.405  1077  ,   3.70,   3.70,   5.04,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 96.7,    54.0,    0.0,   T,     T,     F,     847,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753900400  ,01:32:54.203 , T ,   1,  69, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     892,   0.000,  -1.453,  -1.299,  -1.388  1068  ,   3.70,   3.70,   4.98,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    49.2,    0.0,   T,     T,     F,     844,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753900500  ,01:35:36.205 , T ,   1,  77, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     889,   0.000,  -1.470,  -1.365,  -1.367  1065  ,   3.70,   3.70,   4.92,   6.80,   3.70,   7.21,  -0.06,   137.0,   30.3, 96.7,    49.3,    0.0,   T,     T,     F,     851,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753900600  ,01:38:18.274 , T ,   1,  63, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     890,   0.000,  -1.264,  -1.276,  -1.315  1063  ,   3.70,   3.70,   4.95,   6.80,   3.70,   7.21,  -0.06,   137.0,   30.3, 105.7,    49.3,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753900700  ,01:41:00.362 , T ,   1,  54, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     889,   0.000,  -1.171,  -1.226,  -1.303  1058  ,   3.70,   3.70,   4.94,   6.80,   3.70,   7.21,  -0.06,   137.0,   30.3, 96.7,    49.0,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753900800  ,01:43:41.971 , T ,   1,  52, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     889,   0.000,  -1.390,  -1.304,  -1.335  1065  ,   3.70,   3.70,   4.93,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    49.2,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753900900  ,01:46:23.778 , T ,   1,  61, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     891,   0.000,  -1.333,  -1.289,  -1.358  1062  ,   3.70,   3.70,   4.96,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.1,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90753901000  ,01:49:05.935 , T ,   1,  67, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     894,   0.000,  -1.515,  -1.287,  -1.408  1073  ,   3.70,   3.70,   5.01,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    54.3,    0.0,   T,     T,     F,     844,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754000100  ,01:51:47.496 , T ,   1,  68, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     897,   0.000,  -1.583,  -1.262,  -1.412  1079  ,   3.70,   3.70,   5.05,   6.80,   3.70,   7.20,  -0.06,   138.2,   30.5, 96.7,    49.2,    0.0,   T,     T,     F,     848,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754000200  ,01:54:29.409 , T ,   1,  62, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     896,   0.000,  -1.767,  -1.298,  -1.466  1081  ,   3.70,   3.70,   5.05,   6.80,   3.70,   7.20,  -0.06,   137.0,   30.3, 105.7,    49.3,    0.0,   T,     T,     F,     844,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754000300  ,01:57:11.566 , T ,   1,  53, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     895,   0.000,  -1.777,  -1.369,  -1.456  1080  ,   3.70,   3.70,   5.02,   6.80,   3.70,   7.20,  -0.06,   137.0,   30.3, 96.7,    49.2,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754000400  ,01:59:53.705 , T ,   1,  61, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     893,   0.000,  -1.537,  -1.306,  -1.385  1073  ,   3.70,   3.70,   5.00,   6.80,   3.70,   7.20,  -0.06,   137.0,   30.3, 105.7,    48.7,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754000500  ,02:02:35.671 , T ,   1,  78, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     891,   0.000,  -1.330,  -1.272,  -1.338  1065  ,   3.70,   3.70,   4.97,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.2,    0.0,   T,     T,     F,     849,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754000600  ,02:05:17.806 , T ,   1,  70, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     889,   0.000,  -1.204,  -1.278,  -1.325  1058  ,   3.70,   3.70,   4.94,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    49.2,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754000700  ,02:07:59.891 , T ,   1,  57, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     887,   0.000,  -1.332,  -1.318,  -1.342  1058  ,   3.70,   3.70,   4.90,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    51.8,    0.0,   T,     T,     F,     848,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754000800  ,02:10:41.883 , T ,   1,  56, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     888,   0.000,  -1.454,  -1.322,  -1.351  1064  ,   3.70,   3.70,   4.92,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    51.5,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754000900  ,02:13:23.935 , T ,   1,  69, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     892,   0.000,  -1.407,  -1.282,  -1.354  1068  ,   3.70,   3.70,   4.98,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 96.7,    49.0,    0.0,   T,     T,     F,     850,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
90754001000  ,02:16:05.943 , T ,   1,  76, F , R5041010     ,  7.500 , 850 , 820 , 820 , 820 , 7.574 , 858 ,  0 ,  0.000 , T,   0.00,   1.00,   8.00,   0.00,   0.00,   F ,   T ,   T ,  F,     T,     F,     T,    F,     F,   T,      F,   T,   F,   T,   T,   T,   F,   F,   F,   F,   T,   F,   F,   F,   F,    T,   F,   F,   F,   F,  23,     895,   0.000,  -1.483,  -1.269,  -1.398  1074  ,   3.70,   3.70,   5.03,   6.80,   3.70,   7.21,  -0.06,   138.2,   30.5, 105.7,    49.3,    0.0,   T,     T,     F,     845,   2.5,   0.00,  5,  11,    0.0,    F,   6.00,  -0.06,   6.80,     6,    T,     0.050,    T,   0.0,   0.000,  0.015,   5,  11,     0,   6.059,   0.000,   0.288,   0.050,   0.066, -1.484,
